batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B017421,136,118,298,376,385,153,648,804,153,285,157,609,382,836,531,614,232,514,6,107,36,942,325,62,549,115,722,540,985,119
B040638,804,364,725,28,931,32,922,259,858,811,349,962,450,536,646,775,8,450,284,234,941,823,602,359,510,216,463,196,3,887
B024850,362,135,990,776,930,843,288,149,888,328,656,900,344,731,437,155,885,777,997,486,826,223,569,949,694,422,711,394,815,90
B024153,230,447,323,137,392,929,658,177,324,431,696,916,190,141,828,891,93,511,0,922,124,609,339,862,313,392,666,671,36,478
B030085,73,660,441,432,968,189,15,481,316,510,679,403,515,335,665,938,658,416,449,476,982,115,264,967,363,1,977,487,50,141
B044247,731,825,254,962,949,221,109,735,679,908,448,732,471,190,710,289,942,607,121,286,987,503,430,891,974,267,109,0,255,941
B033329,466,554,790,340,617,262,417,77,423,813,781,397,977,492,858,541,174,530,881,212,893,598,347,727,730,623,787,959,458,549
B020908,694,964,90,356,90,817,106,971,167,666,748,287,701,909,547,436,944,638,593,503,600,988,223,209,206,577,914,742,934,22
B036678,498,111,398,276,954,376,739,620,25,152,184,690,185,279,390,697,948,132,896,217,124,917,189,66,297,470,885,524,794,278
B007062,628,581,413,882,448,174,195,302,827,136,216,407,715,923,441,73,487,385,806,479,689,529,679,466,33,756,855,666,413,118
B043776,931,127,849,716,108,308,423,68,191,525,663,931,477,212,497,439,876,770,588,829,886,619,522,323,250,238,772,774,891,192
B025293,60,900,964,998,659,548,603,767,112,731,734,794,425,305,182,194,492,992,21,897,616,920,115,14,728,490,109,895,760,90
B011597,263,38,73,186,385,580,271,801,151,155,146,842,861,489,981,968,229,907,309,925,433,673,714,897,669,658,340,838,501,641
B004440,758,195,67,935,902,474,93,146,460,637,533,813,601,6,929,520,779,351,752,316,872,364,14,766,598,297,99,83,928,232
B038306,101,742,667,496,197,200,485,595,755,980,95,453,667,827,520,176,360,401,165,8,770,488,555,565,22,388,47,918,624,575
B032119,467,53,329,445,844,748,75,509,567,379,704,396,819,757,399,893,162,783,873,372,158,939,465,380,219,36,558,103,24,39
B029353,44,619,420,950,900,644,151,147,730,274,936,89,871,348,372,923,844,150,554,184,369,957,259,167,886,959,20,572,926,815
B009283,722,385,970,730,836,906,535,866,487,850,898,226,92,851,677,651,99,181,774,525,522,802,789,636,845,536,359,396,102,647
B031728,351,371,976,496,921,321,897,380,782,269,669,412,16,962,368,649,432,699,409,725,747,980,791,497,626,592,958,844,247,689
B038095,158,282,848,663,836,594,43,385,296,761,137,543,293,504,970,477,11,12,364,248,870,109,755,929,454,314,204,403,666,309
B031637,99,584,938,18,58,70,325,386,106,35,361,527,440,533,199,871,166,740,941,88,424,925,869,698,820,688,990,367,739,64
B028648,374,772,763,11,883,535,732,810,710,860,349,384,193,428,633,27,478,352,403,680,953,13,690,98,0,324,435,892,190,294
B026521,498,167,681,529,639,342,32,495,74,768,715,642,555,734,300,766,941,801,534,310,760,917,465,625,850,378,955,529,745,637
B012339,507,10,196,533,337,613,701,312,203,431,492,661,153,730,35,250,875,134,953,341,959,370,14,363,210,219,252,873,698,768
B017662,137,833,438,590,565,334,54,515,948,563,446,840,823,733,899,367,244,304,695,688,490,428,722,135,288,364,774,297,989,838
B028459,593,623,190,709,548,209,95,639,363,632,262,558,173,591,898,517,623,758,91,282,64,940,599,992,87,434,560,172,128,137
B022711,19,622,585,666,696,339,767,580,637,148,910,670,975,482,74,979,541,355,867,402,362,741,164,373,429,738,270,45,439,284
B022548,309,598,532,350,511,163,347,704,753,617,397,738,170,391,518,679,783,390,217,665,70,96,19,218,587,364,807,443,378,18
B042771,687,344,713,799,661,309,628,479,45,752,923,818,474,623,625,565,443,469,669,951,97,451,5,227,606,495,167,421,422,719
B047796,103,991,877,267,655,452,685,891,939,539,271,814,641,24,531,930,672,249,588,598,266,177,0,721,48,6,225,215,936,156
B016945,174,72,632,917,397,567,835,93,167,887,575,371,920,636,93,649,713,661,931,603,478,15,227,715,601,748,721,124,138,485
B000649,326,670,776,727,547,322,470,889,801,527,54,267,558,220,876,87,753,793,781,501,112,127,125,659,536,907,835,566,334,813
B004920,984,590,144,279,307,451,189,314,538,688,692,228,590,458,27,333,80,192,976,302,327,920,238,93,863,611,748,186,745,601
B046756,307,117,146,133,172,189,592,351,241,885,596,82,415,463,850,771,101,238,623,61,220,59,779,776,398,685,38,519,656,271
B001401,963,221,257,228,366,939,193,485,39,68,431,286,330,287,579,349,387,263,441,101,385,999,524,576,506,180,501,958,531,722
B032515,175,908,294,142,191,275,691,883,42,479,590,579,170,846,14,481,851,978,775,306,737,489,359,574,140,314,480,432,48,570
B044736,847,894,318,486,263,150,91,597,928,200,585,998,200,231,548,265,731,518,638,40,705,753,452,80,427,363,767,701,324,352
B038470,319,163,779,696,443,431,665,591,805,475,899,460,572,925,683,100,960,449,682,834,124,893,203,954,134,900,352,511,680,641
B043958,901,30,982,343,328,475,123,142,256,946,843,415,971,261,635,934,600,761,344,200,553,626,208,271,124,691,647,219,612,683
B022629,547,119,116,286,482,822,401,764,107,703,466,215,220,384,234,865,932,337,426,205,806,303,672,898,579,363,248,398,81,83
B018202,65,821,818,462,106,787,20,608,897,201,996,499,763,875,371,528,983,460,482,64,154,405,176,556,543,363,572,631,821,212
B023998,453,70,863,308,796,59,264,739,702,433,788,309,71,226,775,938,83,442,524,124,817,165,467,442,109,544,391,256,616,968
B009603,163,191,695,744,606,721,613,569,526,495,764,881,644,964,574,898,690,996,831,649,20,622,936,132,203,874,962,701,674,20
B050266,19,97,743,809,1,395,329,668,349,683,643,124,635,606,402,95,611,236,693,336,776,67,311,721,81,87,235,83,391,508
B025491,598,126,419,647,841,754,982,253,450,8,854,198,12,779,216,91,333,477,9,433,578,181,614,884,85,331,170,312,822,290
B001522,85,272,998,640,842,49,223,351,412,813,197,20,776,319,507,185,767,988,934,952,130,169,666,354,249,194,565,157,279,605
B031645,910,195,633,206,947,28,5,197,88,4,472,656,664,386,33,52,545,908,586,534,592,942,457,700,410,494,558,161,881,671
B048564,823,703,636,751,200,292,617,248,574,370,87,254,204,401,379,200,631,760,300,385,566,228,119,527,838,593,829,308,326,728
B031839,796,37,302,55,313,229,253,976,344,421,581,810,763,696,321,894,590,682,763,477,990,591,123,7,444,581,524,787,40,70
B024236,439,715,598,698,681,632,531,709,909,725,745,831,735,900,985,526,918,813,334,632,120,887,557,122,793,623,224,940,88,954
B010581,867,477,631,663,524,420,637,373,621,996,488,633,209,655,933,13,689,919,241,185,434,116,103,156,633,754,102,363,623,17
B010223,315,42,834,302,563,391,370,731,940,64,109,349,705,674,703,603,531,588,457,247,232,438,29,104,313,334,390,333,760,446
B029077,214,350,659,584,416,782,348,223,461,34,908,247,392,881,959,5,348,783,135,67,640,12,746,724,447,987,215,565,829,499
B039849,84,702,437,390,443,179,117,548,227,284,316,922,973,285,79,532,920,317,835,407,577,466,529,392,705,972,398,747,419,263
B037003,594,420,825,983,310,796,436,495,822,301,381,421,874,158,555,689,927,700,358,34,492,846,738,333,891,890,443,92,900,514
B023611,195,802,705,585,693,997,579,861,527,390,472,619,146,589,598,895,413,561,368,809,105,766,902,277,648,592,539,792,969,578
B023132,692,620,594,65,560,151,485,420,959,952,530,249,774,563,739,291,187,649,921,418,347,598,397,812,197,257,405,49,458,617
B011692,461,179,155,30,70,406,408,923,361,323,789,165,201,926,60,177,50,922,792,163,355,116,495,620,990,819,78,764,977,773
B006852,987,722,996,250,204,619,21,485,540,870,981,590,710,753,81,451,596,609,885,685,553,109,100,931,281,304,815,72,175,55
B012751,221,344,884,116,559,204,812,170,982,648,535,65,712,748,585,436,665,377,830,902,526,711,936,500,692,733,782,242,296,562
B040557,813,381,272,202,707,308,343,41,216,481,804,215,564,774,599,27,916,665,841,195,170,839,427,91,579,81,881,258,587,945
B050302,925,953,541,936,36,85,86,80,769,588,906,721,445,706,176,664,450,676,39,896,78,502,155,107,634,122,948,747,849,590
B008114,113,191,100,53,798,782,510,661,259,905,657,47,274,850,454,427,992,834,867,800,398,801,220,180,313,830,415,830,618,370
B047188,580,559,485,484,262,443,319,509,572,983,137,450,666,172,134,337,228,841,855,461,112,305,468,809,137,204,76,323,595,329
B008857,938,713,732,613,366,783,308,82,693,540,609,441,429,306,578,250,696,909,438,292,915,502,354,46,21,549,903,450,519,655
B007733,731,200,325,913,774,874,237,418,495,653,640,135,866,260,769,305,588,463,804,649,695,440,2,800,426,575,847,206,216,991
B038108,334,487,380,668,947,297,658,106,248,817,347,146,977,185,887,339,928,465,192,297,5,66,495,789,225,484,925,838,132,136
B016999,285,554,857,867,156,307,184,485,638,338,696,864,202,684,621,412,718,957,628,236,321,901,659,287,275,801,186,230,823,10
B020435,828,970,588,815,173,350,257,643,226,418,419,216,724,366,352,520,717,947,73,901,897,973,195,868,439,34,901,164,395,471
B036672,491,545,498,390,185,211,495,668,38,345,826,696,636,621,243,271,937,811,662,633,172,651,732,397,272,71,530,582,184,652
B038850,550,392,237,266,45,609,669,675,422,814,558,84,200,171,136,2,909,784,810,489,822,965,798,284,998,583,103,717,204,995
B013917,504,571,530,381,171,409,735,343,205,979,861,857,427,388,234,484,931,722,177,496,591,392,743,472,165,863,690,484,441,762
B039993,633,876,841,479,731,102,119,196,568,983,633,874,620,657,886,312,308,209,43,389,688,557,386,600,956,973,432,821,957,302
B003106,271,573,69,219,554,215,902,621,20,495,814,989,336,47,384,676,730,408,340,297,601,389,759,598,954,485,520,856,374,492
B017389,338,807,788,55,314,760,685,508,791,740,841,863,691,99,831,432,395,348,572,729,106,922,356,260,890,471,308,983,917,901
B042216,337,190,596,324,600,164,89,77,378,60,230,497,554,145,525,937,508,33,787,609,474,752,397,589,134,25,578,708,898,948
B040696,630,239,128,321,3,686,166,225,924,715,403,317,909,157,277,912,183,427,828,317,226,930,112,17,581,977,399,201,316,723
B045733,832,61,49,864,473,113,364,790,426,877,361,509,123,321,787,395,803,807,186,550,192,955,340,620,164,43,712,558,597,594
B000593,529,807,537,855,945,921,282,368,989,127,627,816,431,467,432,257,357,268,473,287,672,576,398,636,790,228,531,223,733,5
B021130,365,704,92,518,577,792,832,695,868,286,350,320,220,557,735,987,755,983,119,223,784,342,572,882,889,217,125,852,790,215
B044920,683,606,362,467,320,544,517,715,387,133,128,613,954,738,463,880,587,665,948,930,959,774,894,691,655,516,1,350,514,364
B050330,452,446,403,122,633,612,137,683,291,273,993,229,48,713,254,691,368,975,368,863,699,944,92,802,977,311,251,692,113,101
B000110,957,565,778,741,650,798,623,407,129,506,636,588,986,285,265,528,849,704,383,891,380,294,892,768,702,473,496,757,935,769
B040174,825,429,289,98,105,400,359,12,233,458,845,583,436,396,5,596,319,457,348,59,726,885,116,64,377,131,61,406,116,721
B004515,129,165,685,943,627,340,98,121,815,385,492,306,628,720,953,872,431,671,682,489,180,147,510,240,985,539,243,168,440,357
B023797,241,998,541,5,233,371,229,936,664,580,776,764,874,843,387,498,233,160,346,922,566,732,903,34,94,496,677,541,616,115
B021324,872,50,306,717,887,26,830,584,451,753,150,56,670,807,923,850,298,752,438,780,629,786,906,531,619,402,537,72,872,689
B042203,674,614,413,956,369,493,471,682,505,781,351,116,549,338,84,46,72,410,580,696,171,0,437,178,36,334,202,306,78,893
B049015,482,712,877,99,189,778,268,462,771,456,721,604,249,957,31,309,909,778,708,746,985,456,293,536,535,222,260,443,46,733
B023840,60,512,136,569,307,915,816,932,905,911,791,862,866,758,962,471,142,591,657,585,122,105,237,710,593,368,218,592,834,429
B015446,859,963,937,385,400,252,536,677,134,806,347,310,229,570,737,439,137,3,571,913,297,763,262,556,999,720,447,139,88,373
B030629,594,278,367,358,59,838,772,68,196,887,742,167,56,82,310,160,465,804,215,995,622,969,758,205,608,169,309,311,513,362
B010958,324,165,462,682,284,935,604,204,26,622,615,708,292,857,645,474,862,180,824,863,796,80,839,671,690,562,59,828,449,331
B040890,101,618,987,853,659,300,41,151,182,728,21,426,792,81,176,32,97,668,674,752,48,745,268,974,123,315,897,504,649,393
B028243,574,205,131,341,971,95,883,285,602,947,907,224,626,515,911,884,258,777,467,614,705,870,468,680,353,425,8,71,927,211
B040513,589,103,469,649,276,499,403,736,750,1,187,335,71,152,418,901,175,106,974,788,158,840,904,516,262,644,236,561,514,542
B004833,204,102,255,740,68,414,901,933,789,634,574,97,596,847,310,542,62,315,648,758,678,805,614,725,928,200,709,50,517,210
B040545,144,445,710,550,57,14,787,539,24,230,475,699,284,526,665,128,836,93,369,461,518,624,121,806,961,637,867,737,838,181
B000132,147,239,157,306,287,540,754,133,331,487,805,615,779,459,171,270,632,373,9,352,19,983,636,471,468,784,63,183,667,257
B038914,650,510,426,837,633,880,598,370,681,940,361,550,963,96,216,714,259,476,180,85,863,274,473,333,557,646,154,791,324,533
B033125,694,149,742,292,744,413,887,290,28,75,998,536,631,416,708,941,940,754,707,552,951,480,702,266,92,792,216,590,252,672
B046698,633,762,403,506,260,573,578,713,894,453,375,804,976,478,420,663,629,947,614,389,232,918,120,100,956,845,70,740,671,611
B041376,610,248,909,752,334,188,754,451,8,487,789,33,656,599,450,36,206,94,45,870,590,933,784,761,204,813,797,922,492,572
B003997,29,417,817,125,524,195,606,989,310,434,710,377,917,532,478,912,955,21,205,865,140,750,63,222,786,426,7,330,187,625
B035146,234,895,494,515,559,221,181,460,780,663,923,877,521,70,676,569,971,563,360,376,363,76,583,381,227,212,285,375,610,301
B026741,886,364,300,395,812,815,287,320,323,277,212,405,633,975,595,711,479,672,974,93,925,179,823,474,389,286,172,756,414,968
B048971,429,23,50,732,798,798,809,897,993,323,817,984,557,513,373,610,520,928,619,775,849,834,170,625,72,757,489,86,613,146
B037363,359,621,482,25,890,889,753,555,670,121,739,832,711,179,665,418,470,58,152,455,397,831,91,112,665,151,115,920,332,219
B046832,834,482,144,222,817,405,947,494,486,343,785,345,688,807,421,176,637,520,468,559,138,69,762,533,643,535,587,40,16,85
B004752,669,730,614,415,606,590,727,380,453,49,818,425,104,481,184,968,415,528,899,968,289,815,327,38,499,411,586,543,708,292
B049636,428,672,679,998,50,923,621,623,568,690,434,135,890,529,505,131,23,240,884,656,188,800,816,680,731,866,267,674,564,369
B022400,176,439,157,798,0,483,356,767,706,573,790,305,44,771,401,582,233,830,22,80,974,341,144,814,121,156,844,659,994,306
B035810,78,877,585,584,611,650,21,354,452,955,625,405,732,702,574,894,81,576,65,39,287,921,294,873,793,702,805,594,250,104
B001334,58,223,452,118,709,86,829,216,650,88,940,882,660,47,234,725,764,148,645,489,632,116,318,219,122,223,830,548,337,123
B033840,494,345,879,596,487,175,604,966,958,184,12,473,299,90,365,724,471,871,352,800,248,61,855,365,508,874,289,160,928,272
B038137,472,271,240,88,861,240,495,397,82,913,986,828,199,692,528,208,540,277,544,90,525,335,257,746,248,535,697,40,653,791
B006443,952,599,986,36,214,306,234,648,873,843,649,74,278,719,386,381,529,947,346,709,933,851,948,359,753,856,382,341,53,69
B034848,363,885,820,908,274,198,501,260,357,146,281,932,795,786,965,659,322,477,495,859,547,625,209,101,649,410,861,239,982,914
B008742,251,246,57,143,332,455,786,52,233,271,299,54,409,915,552,267,580,671,619,911,712,736,218,371,767,822,10,748,244,31
B007814,453,208,136,676,290,495,183,157,349,780,855,664,849,51,727,992,954,758,933,508,651,879,387,224,915,425,363,40,466,356
B017980,698,522,695,650,379,217,223,333,147,821,388,852,478,282,611,804,837,846,729,296,548,96,945,615,531,26,920,57,355,106
B016759,190,436,808,531,479,689,763,527,273,110,351,293,859,613,631,177,999,666,926,873,724,673,319,796,517,717,718,405,853,331
B030722,533,880,994,801,316,131,471,323,408,416,830,415,577,650,771,233,513,893,888,898,874,321,69,471,275,118,86,560,984,634
B045833,524,980,572,43,223,285,532,791,876,462,647,851,766,800,372,177,857,226,745,53,816,850,941,632,175,806,345,984,473,520
B047914,111,513,257,901,514,701,727,253,704,183,905,763,953,98,693,654,665,988,784,44,852,491,869,26,982,440,927,611,507,121
B045563,505,766,139,125,451,731,235,220,700,399,318,291,888,592,695,616,79,742,912,656,848,798,848,408,711,696,611,315,896,439
B039687,371,740,420,654,638,916,373,251,938,165,663,275,550,425,266,900,748,330,924,509,997,752,929,689,654,644,767,263,669,487
B019846,53,139,823,770,669,931,135,200,531,732,192,606,236,14,151,873,356,643,808,946,380,125,853,165,575,975,394,548,510,728
B041666,29,767,596,782,173,794,553,229,488,308,315,748,34,63,542,608,874,916,488,755,962,726,770,960,898,575,36,21,14,757
B026817,564,539,338,981,987,327,95,839,694,152,977,605,613,454,230,737,283,236,282,186,202,988,770,993,779,340,893,559,399,736
B017202,868,104,18,608,654,30,439,219,54,3,297,105,166,653,477,332,184,42,868,15,343,989,820,155,669,633,342,46,723,973
B030751,323,554,482,605,187,849,436,720,943,218,304,860,507,998,217,928,693,825,410,945,741,198,932,638,103,892,377,185,586,36
B031692,788,303,803,524,392,614,98,12,21,734,531,271,751,981,915,385,888,682,679,791,131,895,385,677,125,607,14,286,470,489
B022281,755,740,426,72,790,126,380,120,124,761,167,909,349,866,910,726,890,430,938,944,308,474,714,658,726,553,206,574,392,783
B010525,669,498,603,629,800,210,973,563,428,895,625,453,358,563,159,987,321,330,136,72,725,870,6,999,964,768,694,111,16,915
B023044,112,68,749,131,26,739,451,720,445,693,525,872,543,870,443,972,24,390,518,700,712,519,857,649,817,371,163,876,924,599
B026079,468,261,198,126,366,342,988,88,434,172,754,729,446,830,715,670,322,739,524,911,845,859,759,383,615,986,651,6,627,785
B010290,409,442,87,902,172,17,893,821,640,445,816,762,325,849,416,424,500,246,188,220,152,285,435,618,513,619,251,328,597,350
B006391,375,526,456,337,617,80,740,861,874,851,560,163,206,156,905,642,566,507,174,374,486,161,440,61,229,652,767,615,986,939
B005749,222,763,373,808,378,746,50,493,731,71,745,874,45,919,996,969,125,57,868,116,232,326,556,645,679,667,481,806,837,946
B018583,343,110,786,986,208,719,743,510,213,35,94,527,887,106,596,12,683,103,595,565,308,96,938,280,636,138,836,251,418,676
B001230,35,706,898,121,906,129,843,923,543,555,68,285,317,529,535,673,770,614,174,320,241,79,705,358,990,329,702,211,505,17
B004611,664,821,100,8,703,253,898,339,667,717,283,822,851,419,348,592,924,629,996,314,90,48,637,330,558,153,313,410,940,854
B043829,821,716,408,445,514,526,702,283,879,719,995,82,605,999,715,402,854,303,870,953,466,885,707,159,956,253,164,676,610,46
B020678,203,723,531,518,138,285,988,424,91,455,311,192,751,712,640,277,151,122,395,614,248,570,793,249,273,268,466,183,359,368
B022674,70,557,382,487,347,336,978,823,731,96,42,973,899,88,317,189,764,353,57,215,103,722,968,38,786,439,718,782,458,10
B007633,272,258,464,752,695,622,520,919,977,389,117,850,191,974,58,447,740,274,246,46,90,614,773,678,328,807,34,602,896,1
B043832,723,246,427,845,797,382,536,839,671,413,546,108,761,937,571,643,614,470,171,839,702,261,919,416,438,403,653,461,634,784
B037795,736,397,797,146,521,841,715,939,854,203,584,972,20,962,132,505,681,668,197,244,131,713,929,526,685,927,553,991,690,220
B032070,946,616,324,736,573,66,470,725,858,374,14,292,275,764,921,968,173,853,104,87,303,390,747,413,965,512,430,889,66,415
B044687,850,549,112,211,595,415,939,582,63,43,514,726,95,989,114,359,829,29,392,265,794,605,718,194,971,694,302,431,340,102
B044856,406,108,776,737,34,979,85,126,712,663,647,993,577,409,469,396,417,876,470,45,508,195,710,939,539,456,706,874,360,209
B045270,630,957,29,936,186,574,206,506,15,384,364,86,119,581,196,762,849,307,831,260,538,265,633,167,843,276,290,692,141,359
B029396,851,781,410,238,804,646,302,651,933,461,258,537,475,915,992,438,427,56,443,505,432,354,999,221,697,455,823,68,829,962
B035694,495,826,643,53,889,886,858,338,467,871,172,268,420,93,893,457,727,122,870,40,223,364,156,357,891,10,358,850,293,718
B036044,446,713,834,331,562,371,924,891,868,513,303,308,573,113,765,227,869,703,597,584,515,996,60,668,260,863,156,161,87,938
B028861,312,174,988,724,558,658,69,15,591,731,109,984,141,83,623,601,817,571,992,936,278,646,743,982,558,135,983,93,305,798
B037771,774,78,102,385,616,64,829,224,889,37,723,370,121,963,800,60,22,520,700,857,323,265,19,15,846,152,841,342,108,722
B048000,691,285,277,835,573,841,959,138,365,773,333,445,358,424,158,881,27,746,657,827,539,541,564,2,777,740,94,974,288,170
B045745,525,750,701,892,795,189,232,856,792,408,591,713,761,183,823,935,929,98,921,759,331,986,783,852,243,593,418,567,259,888
B036978,177,658,470,851,238,153,888,328,141,957,534,607,96,345,184,331,781,907,339,138,443,791,123,101,915,556,175,762,161,121
B017327,549,248,850,91,57,310,976,351,272,444,359,586,401,675,718,918,925,894,124,90,301,263,777,137,163,490,537,215,180,362
B046393,109,848,960,874,329,632,245,530,485,968,726,842,728,751,343,562,448,203,387,798,531,537,376,862,411,625,821,307,331,568
B004142,950,62,586,640,660,11,784,63,901,396,881,370,724,186,441,647,881,410,198,43,304,957,308,484,585,171,591,343,499,595
B030496,42,475,502,440,385,274,965,750,535,65,126,378,210,413,51,371,273,229,284,394,452,958,46,434,192,659,773,422,841,156
B027619,748,966,485,223,854,71,868,36,470,568,797,94,333,792,502,203,919,461,889,703,837,115,307,31,184,5,65,604,941,534
B004841,980,295,867,180,63,323,82,178,573,448,57,999,465,329,99,757,371,438,52,91,250,0,145,746,871,871,769,831,814,47
B044187,427,951,813,220,894,457,306,334,360,293,737,769,754,628,823,909,994,150,955,444,914,285,306,189,305,144,775,561,280,31
B015685,461,470,45,172,645,282,392,413,605,730,711,452,429,984,813,251,493,635,629,402,168,187,746,360,394,41,674,244,116,348
B041216,438,25,846,794,800,162,71,890,421,112,784,12,61,723,46,772,370,571,224,546,579,961,606,636,176,377,254,596,730,564
B028543,63,551,319,209,963,319,526,107,31,365,909,695,636,653,991,761,948,663,445,400,423,432,526,611,470,981,479,526,255,830
B023424,282,518,827,520,304,660,119,403,820,329,860,549,976,20,605,703,718,497,341,858,595,738,247,135,835,88,261,844,260,662
B027183,717,607,190,539,662,74,282,134,600,15,844,431,731,16,330,459,948,661,380,826,754,876,474,721,774,172,364,538,797,567
B022403,627,567,885,9,280,784,685,20,166,899,536,854,723,402,867,537,175,992,759,834,698,564,988,349,8,326,725,820,582,560
B015563,79,52,556,302,198,150,7,703,513,695,410,568,867,591,570,914,812,180,683,961,138,510,60,896,27,275,861,740,116,552
B027093,564,363,733,542,711,410,30,896,539,875,958,606,274,923,218,328,112,104,570,258,759,163,660,380,239,324,888,617,768,307
B008005,221,294,352,541,216,789,747,101,900,774,965,248,38,90,717,133,361,527,234,545,20,280,454,339,29,776,365,42,848,10
B033602,66,206,332,209,567,570,373,829,132,545,562,752,126,419,700,771,701,422,398,458,379,574,686,979,337,380,420,921,163,230
B008211,924,431,346,153,490,23,416,643,599,395,13,466,590,616,381,476,938,882,629,655,626,959,477,615,664,109,219,215,320,517
B044449,299,512,860,656,243,241,485,164,351,549,173,349,563,338,492,720,697,677,635,122,800,634,190,992,58,587,129,417,862,914
B004206,661,366,910,948,277,382,390,61,631,624,454,925,231,831,332,81,650,868,977,67,660,437,545,750,781,14,155,785,522,867
B019410,904,260,402,356,128,343,457,686,615,835,732,56,356,718,288,925,510,319,10,542,671,611,394,440,761,370,760,128,207,972
B029038,195,606,479,12,460,670,682,995,60,444,819,622,478,654,429,483,610,227,900,40,640,178,658,958,238,221,830,511,596,106
B020294,815,601,526,425,787,526,25,185,599,791,196,978,441,835,922,987,113,438,968,715,644,755,773,56,536,535,98,68,652,992
B038337,318,25,44,154,535,107,882,567,292,324,957,177,117,685,914,309,610,247,399,729,475,490,378,844,290,126,499,920,839,293
B000150,393,243,318,990,670,173,75,456,371,477,447,284,412,53,72,629,332,441,972,156,538,272,385,630,275,423,109,958,480,802
B008852,684,243,623,841,607,229,657,738,581,913,74,236,535,580,265,993,2,719,96,859,421,634,569,208,987,886,841,418,50,691
B038528,667,761,449,834,967,462,697,244,480,358,531,40,824,110,305,729,929,153,772,15,24,172,816,899,857,696,774,313,159,379
B021585,163,706,757,233,801,556,231,606,33,384,618,347,889,932,964,625,345,902,72,882,978,331,601,814,605,762,434,474,427,126
B042343,963,997,332,868,607,118,174,421,170,946,840,625,598,409,464,235,241,916,188,733,882,303,593,309,323,848,69,882,21,848
B048800,547,999,92,146,793,741,662,367,465,154,686,524,388,56,154,12,789,748,808,926,914,549,565,235,155,317,173,262,356,881
B037824,214,278,441,584,988,296,768,17,380,250,570,997,192,603,172,317,448,36,278,820,561,748,81,744,390,125,35,489,657,895
B006590,388,834,859,159,927,829,522,339,453,413,414,394,308,754,109,791,787,96,393,579,663,674,674,373,486,518,986,698,863,191
B019166,868,575,237,820,581,734,547,242,365,885,433,609,279,791,52,843,778,463,120,686,86,392,730,299,539,846,633,158,213,123
B006083,953,551,41,976,530,590,871,368,825,284,25,683,88,672,292,571,263,236,769,767,267,163,818,890,577,921,683,143,80,959
B002403,422,954,14,888,98,478,33,527,789,981,145,857,762,823,493,661,577,423,440,823,137,767,161,169,44,79,428,752,979,370
B015786,74,638,351,711,888,474,176,292,521,890,617,585,1,489,878,513,975,924,611,410,655,317,470,12,671,513,710,277,56,92
B026306,161,793,827,194,212,461,831,991,998,130,160,523,106,912,516,873,943,291,392,413,433,743,68,132,523,907,262,316,725,636
B045997,986,376,192,275,442,318,474,109,538,346,449,69,393,381,264,659,220,818,356,901,891,124,657,454,217,46,378,155,295,438
B028893,370,345,673,972,694,89,626,611,673,868,51,432,474,695,509,405,758,866,262,67,434,174,574,920,877,10,452,673,992,595
B001147,473,716,334,553,947,799,419,975,642,747,449,30,390,490,203,575,282,299,470,908,427,236,489,900,689,130,166,94,670,523
B018256,793,227,377,743,839,95,926,674,258,442,257,517,214,996,51,134,317,478,40,974,914,923,232,597,326,511,108,699,357,22
B026158,498,556,649,25,439,898,213,298,714,662,715,593,699,622,215,63,931,638,623,985,512,687,633,214,973,910,655,661,475,102
B039312,60,836,921,600,903,857,987,492,111,779,534,416,246,129,5,580,395,137,871,787,225,648,507,36,258,808,709,822,216,295
B030298,863,328,530,692,931,128,805,805,426,548,103,686,906,293,854,390,191,709,290,445,52,304,845,919,408,41,387,935,178,859
B049584,603,548,586,147,282,845,618,690,571,86,152,699,40,71,208,206,442,41,387,595,134,58,678,981,248,656,826,550,493,237
B030760,512,399,512,115,406,208,994,600,946,522,706,710,380,362,308,287,560,626,928,51,945,83,472,730,468,708,113,999,161,296
B023760,127,417,950,40,760,481,955,213,168,321,393,190,545,650,65,389,407,462,712,19,625,906,534,585,519,55,732,367,597,68
B032811,827,43,189,822,20,115,538,623,108,254,55,712,4,998,675,668,464,846,868,559,236,801,671,993,496,126,454,347,803,104
B037684,423,901,310,268,711,320,171,247,966,659,319,897,704,134,601,817,725,298,606,72,139,629,862,173,706,193,266,435,366,85
B037150,599,863,428,309,865,775,798,926,321,429,316,140,41,277,199,193,233,501,991,262,703,270,579,274,401,30,684,199,521,407
B027165,571,350,100,328,112,563,31,270,531,76,628,220,937,208,939,237,799,448,423,387,766,658,443,60,994,782,278,921,543,423
B033076,386,960,33,364,791,501,201,171,56,302,66,62,207,589,791,2,361,438,942,797,758,923,995,110,20,923,756,592,839,328
B047837,215,511,696,767,96,378,705,178,661,475,31,795,622,667,422,434,571,497,147,6,952,113,585,897,321,884,543,23,292,176
B036751,114,441,642,755,33,991,766,907,263,889,680,181,858,892,595,165,240,103,494,66,14,706,222,404,717,422,938,268,818,241
B044535,55,667,29,698,854,110,932,953,707,560,17,218,669,568,48,202,45,284,85,868,874,870,811,286,829,74,703,729,529,825
B041450,792,984,459,878,302,880,415,917,956,585,797,76,772,146,602,93,250,132,261,460,621,33,274,312,675,755,991,501,919,177
