serial_nbr,batchID
S003B016737,B016737
S003B025599,B025599
S009B019973,B019973
S001B037373,B037373
S007B002753,B002753
S001B020478,B020478
S006B005453,B005453
S004B013978,B013978
S003B034180,B034180
S006B029971,B029971
S009B036978,B036978
S000B048835,B048835
S009B005097,B005097
S002B037098,B037098
S001B017726,B017726
S004B020191,B020191
S004B033391,B033391
S009B022140,B022140
S004B011387,B011387
S003B002903,B002903
S006B017628,B017628
S002B045160,B045160
S005B009119,B009119
S001B012974,B012974
S003B017539,B017539
S008B013084,B013084
S008B006362,B006362
S001B022133,B022133
S003B034512,B034512
S007B034577,B034577
S004B033985,B033985
S002B042821,B042821
S000B033602,B033602
S006B008792,B008792
S000B027341,B027341
S006B023998,B023998
S005B050128,B050128
S009B047192,B047192
S007B027690,B027690
S005B003041,B003041
S005B009525,B009525
S007B020268,B020268
S001B047076,B047076
S006B032166,B032166
S001B001522,B001522
S003B024236,B024236
S001B014585,B014585
S000B019317,B019317
S009B038661,B038661
S002B049235,B049235
S009B029958,B029958
S006B049574,B049574
S004B010124,B010124
S009B009540,B009540
S008B003025,B003025
S006B025258,B025258
S002B017396,B017396
S005B019494,B019494
S006B027407,B027407
S006B021814,B021814
S004B008994,B008994
S004B018501,B018501
S009B045995,B045995
S001B011692,B011692
S008B030558,B030558
S003B017791,B017791
S006B020360,B020360
S003B019762,B019762
S007B026164,B026164
S009B024053,B024053
S002B004145,B004145
S009B008330,B008330
S001B007271,B007271
S002B008114,B008114
S007B000578,B000578
S007B001613,B001613
S006B021718,B021718
S000B048033,B048033
S005B019819,B019819
S004B043838,B043838
S009B030341,B030341
S009B039605,B039605
S005B013348,B013348
S008B015553,B015553
S003B029182,B029182
S008B015685,B015685
S003B016587,B016587
S002B026999,B026999
S003B008211,B008211
S001B037490,B037490
S007B024584,B024584
S007B048308,B048308
S009B045766,B045766
S004B049447,B049447
S006B004144,B004144
S006B049073,B049073
S002B046971,B046971
S009B032536,B032536
S005B001680,B001680
S004B035443,B035443
S009B035515,B035515
S000B049286,B049286
S009B033169,B033169
S008B027204,B027204
S004B018021,B018021
S009B027093,B027093
S003B030339,B030339
S007B036576,B036576
S009B046400,B046400
S006B038854,B038854
S009B038836,B038836
S008B046513,B046513
S005B023541,B023541
S007B031327,B031327
S008B021364,B021364
S008B046080,B046080
S006B029513,B029513
S003B013496,B013496
S004B035044,B035044
S000B028258,B028258
S005B040555,B040555
S008B003087,B003087
S007B033557,B033557
S002B022045,B022045
S005B049019,B049019
S007B018612,B018612
S004B030577,B030577
S002B043552,B043552
S006B045986,B045986
S001B050145,B050145
S002B034557,B034557
S001B005712,B005712
S001B004001,B004001
S008B032046,B032046
S007B034124,B034124
S007B004001,B004001
S005B023736,B023736
S001B046504,B046504
S009B042246,B042246
S007B047766,B047766
S009B018166,B018166
S006B036672,B036672
S006B032545,B032545
S007B010258,B010258
S002B036795,B036795
S004B004142,B004142
S006B047101,B047101
S009B015069,B015069
S004B046832,B046832
S002B042643,B042643
S008B020231,B020231
S004B005377,B005377
S000B019981,B019981
S004B003065,B003065
S003B023479,B023479
S008B046458,B046458
S005B004752,B004752
S003B050359,B050359
S001B012034,B012034
S001B039693,B039693
S007B040442,B040442
S004B012190,B012190
S003B019506,B019506
S004B045342,B045342
S003B046428,B046428
S001B012809,B012809
S004B027301,B027301
S006B036011,B036011
S007B029424,B029424
S004B041316,B041316
S000B019082,B019082
S002B032114,B032114
S001B009795,B009795
S004B015563,B015563
S002B019119,B019119
S008B000612,B000612
S004B003263,B003263
S006B005390,B005390
S009B004782,B004782
S001B007436,B007436
S009B047846,B047846
S001B007529,B007529
S003B009283,B009283
S002B039822,B039822
S007B022704,B022704
S005B015670,B015670
S009B002150,B002150
S008B022513,B022513
S007B031039,B031039
S009B015371,B015371
S001B030403,B030403
S002B024340,B024340
S005B048672,B048672
S000B004551,B004551
S003B029906,B029906
S003B017202,B017202
S004B008364,B008364
S006B040155,B040155
S008B030506,B030506
S005B025609,B025609
S001B019494,B019494
S003B036897,B036897
S001B037701,B037701
S001B019272,B019272
S002B032017,B032017
S009B012974,B012974
S009B010525,B010525
S005B036134,B036134
S008B009283,B009283
S007B038661,B038661
S004B000664,B000664
S006B005754,B005754
S003B023529,B023529
S007B012990,B012990
S007B026212,B026212
S007B040545,B040545
S003B045200,B045200
S002B040555,B040555
S001B040613,B040613
S006B027129,B027129
S005B025322,B025322
S004B004514,B004514
S000B006633,B006633
S008B019272,B019272
S004B038409,B038409
S005B019104,B019104
S008B046504,B046504
S000B023952,B023952
S000B038409,B038409
S003B029301,B029301
S004B005176,B005176
S001B020106,B020106
S004B027369,B027369
S000B024385,B024385
S003B023947,B023947
S003B048532,B048532
S001B048456,B048456
S003B047094,B047094
S002B030045,B030045
S008B008211,B008211
S001B008315,B008315
S003B042747,B042747
S003B044460,B044460
S004B045168,B045168
S008B045285,B045285
S006B039489,B039489
S003B009726,B009726
S009B013014,B013014
S001B049276,B049276
S003B029021,B029021
S005B028681,B028681
S008B050006,B050006
S003B046458,B046458
S003B046014,B046014
S006B044667,B044667
S001B015715,B015715
S009B039428,B039428
S000B038803,B038803
S007B016717,B016717
S007B002277,B002277
S005B032166,B032166
S004B025975,B025975
S002B011553,B011553
S000B000306,B000306
S009B031672,B031672
S006B003159,B003159
S008B016581,B016581
S008B018283,B018283
S003B025506,B025506
S002B009720,B009720
S005B014537,B014537
S007B044485,B044485
S008B021463,B021463
S006B010867,B010867
S007B007151,B007151
S007B026504,B026504
S008B004478,B004478
S002B046081,B046081
S009B013913,B013913
S004B011742,B011742
S000B028989,B028989
S006B002970,B002970
S006B001272,B001272
S001B003664,B003664
S006B000664,B000664
S006B007241,B007241
S009B020108,B020108
S009B032903,B032903
S005B004773,B004773
S005B027403,B027403
S004B019563,B019563
S008B046523,B046523
S009B009446,B009446
S002B000837,B000837
S008B011171,B011171
S000B021831,B021831
S002B008914,B008914
S009B003826,B003826
S005B025334,B025334
S008B047088,B047088
S003B012807,B012807
S000B021310,B021310
S004B021915,B021915
S001B027950,B027950
S002B039563,B039563
S001B017357,B017357
S001B044066,B044066
S008B034432,B034432
S002B023084,B023084
S009B003154,B003154
S003B025710,B025710
S004B005097,B005097
S002B008815,B008815
S006B014279,B014279
S002B011090,B011090
S002B045235,B045235
S003B025524,B025524
S001B023631,B023631
S004B039792,B039792
S002B029116,B029116
S002B030618,B030618
S005B031505,B031505
S002B046866,B046866
S005B020951,B020951
S001B004076,B004076
S000B039312,B039312
S008B023620,B023620
S002B046754,B046754
S001B023263,B023263
S007B028880,B028880
S007B028263,B028263
S000B032923,B032923
S007B018971,B018971
S007B041857,B041857
S002B039671,B039671
S006B008994,B008994
S007B024896,B024896
S003B039605,B039605
S007B001272,B001272
S004B044091,B044091
S007B047842,B047842
S008B008376,B008376
S003B005847,B005847
S005B049235,B049235
S006B003499,B003499
S009B046299,B046299
S002B047083,B047083
S007B048672,B048672
S000B036672,B036672
S002B015983,B015983
S009B021106,B021106
S000B048346,B048346
S002B016579,B016579
S007B009624,B009624
S003B012567,B012567
S003B038719,B038719
S007B036084,B036084
S009B007643,B007643
S004B025926,B025926
S006B039693,B039693
S002B049645,B049645
S009B023840,B023840
S003B017593,B017593
S007B005618,B005618
S008B031774,B031774
S009B041322,B041322
S004B045235,B045235
S008B016351,B016351
S007B027725,B027725
S000B038951,B038951
S001B030249,B030249
S001B031244,B031244
S008B013549,B013549
S001B028681,B028681
S009B027051,B027051
S003B000150,B000150
S004B023770,B023770
S003B043058,B043058
S001B001660,B001660
S005B005581,B005581
S009B012419,B012419
S004B037211,B037211
S003B038007,B038007
S008B000593,B000593
S007B036144,B036144
S000B009488,B009488
S008B008330,B008330
S000B044524,B044524
S000B025187,B025187
S008B044910,B044910
S001B043501,B043501
S005B040443,B040443
S002B014922,B014922
S001B009359,B009359
S005B005133,B005133
S007B049807,B049807
S000B014210,B014210
S006B025599,B025599
S005B047193,B047193
S006B006570,B006570
S005B040557,B040557
S009B028243,B028243
S007B023966,B023966
S006B004833,B004833
S003B048016,B048016
S003B007688,B007688
S006B000128,B000128
S002B041656,B041656
S004B030017,B030017
S007B027944,B027944
S007B019939,B019939
S000B005053,B005053
S006B036775,B036775
S009B044884,B044884
S002B036576,B036576
S006B018552,B018552
S001B022257,B022257
S000B009540,B009540
S004B039968,B039968
S009B012555,B012555
S006B048473,B048473
S001B041613,B041613
S002B047249,B047249
S008B013797,B013797
S005B036529,B036529
S008B013460,B013460
S006B028525,B028525
S007B019810,B019810
S005B045599,B045599
S006B003225,B003225
S000B004710,B004710
S009B020415,B020415
S009B031850,B031850
S004B007271,B007271
S003B001272,B001272
S005B027593,B027593
S007B014681,B014681
S009B040151,B040151
S006B042156,B042156
S006B021620,B021620
S001B000421,B000421
S007B041150,B041150
S000B007529,B007529
S002B018855,B018855
S008B033169,B033169
S000B028263,B028263
S005B020532,B020532
S009B030558,B030558
S004B006391,B006391
S005B021153,B021153
S000B040155,B040155
S004B024651,B024651
S009B025813,B025813
S005B047049,B047049
S008B036036,B036036
S002B025334,B025334
S009B030820,B030820
S003B024385,B024385
S007B024379,B024379
S009B011387,B011387
S006B037658,B037658
S006B001802,B001802
S005B015700,B015700
S009B017834,B017834
S004B007621,B007621
S004B035632,B035632
S009B046697,B046697
S006B042159,B042159
S003B031765,B031765
S008B033723,B033723
S007B023725,B023725
S001B040367,B040367
S008B009119,B009119
S006B043501,B043501
S008B017202,B017202
S002B007293,B007293
S005B036211,B036211
S001B022124,B022124
S000B039851,B039851
S004B025788,B025788
S002B001098,B001098
S000B038846,B038846
S007B035312,B035312
S001B014552,B014552
S005B032988,B032988
S004B011496,B011496
S006B026458,B026458
S001B021756,B021756
S006B047368,B047368
S006B016043,B016043
S003B041049,B041049
S008B043838,B043838
S005B048921,B048921
S007B014321,B014321
S003B016509,B016509
S007B024407,B024407
S006B034512,B034512
S009B034108,B034108
S007B022095,B022095
S009B004752,B004752
S003B009912,B009912
S004B023725,B023725
S004B022045,B022045
S002B026422,B026422
S009B022045,B022045
S005B042635,B042635
S002B024266,B024266
S004B022257,B022257
S000B020418,B020418
S002B039605,B039605
S000B042853,B042853
S002B036084,B036084
S006B010753,B010753
S000B004749,B004749
S008B020415,B020415
S004B006580,B006580
S004B036144,B036144
S009B045235,B045235
S004B045486,B045486
S008B044691,B044691
S002B040504,B040504
S000B007661,B007661
S009B031696,B031696
S006B049957,B049957
S003B018398,B018398
S008B006318,B006318
S009B045599,B045599
S004B042054,B042054
S009B038719,B038719
S004B050096,B050096
S006B003685,B003685
S003B047188,B047188
S005B021073,B021073
S007B016713,B016713
S001B017195,B017195
S004B040367,B040367
S004B044052,B044052
S003B015974,B015974
S003B047492,B047492
S003B048171,B048171
S006B003759,B003759
S003B029987,B029987
S000B036026,B036026
S002B021271,B021271
S004B022586,B022586
S000B013932,B013932
S000B040416,B040416
S002B047955,B047955
S005B049584,B049584
S006B047270,B047270
S003B018202,B018202
S002B019174,B019174
S005B045745,B045745
S005B035632,B035632
S004B008919,B008919
S008B047842,B047842
S005B043246,B043246
S007B009887,B009887
S008B016737,B016737
S000B001899,B001899
S001B005618,B005618
S005B003798,B003798
S006B025220,B025220
S008B005435,B005435
S007B024999,B024999
S007B013961,B013961
S004B015752,B015752
S000B041432,B041432
S002B034351,B034351
S006B002985,B002985
S002B037678,B037678
S005B028453,B028453
S006B025268,B025268
S001B003065,B003065
S003B037382,B037382
S005B040072,B040072
S005B044565,B044565
S002B018971,B018971
S009B033498,B033498
S007B024550,B024550
S002B031389,B031389
S006B028243,B028243
S004B006496,B006496
S008B033075,B033075
S001B044091,B044091
S007B015592,B015592
S000B026422,B026422
S004B021130,B021130
S009B042114,B042114
S006B014098,B014098
S006B041871,B041871
S006B029615,B029615
S002B039121,B039121
S007B025813,B025813
S009B001847,B001847
S004B016758,B016758
S003B047773,B047773
S000B005581,B005581
S000B042166,B042166
S003B042853,B042853
S006B001098,B001098
S007B036548,B036548
S009B020951,B020951
S009B015266,B015266
S005B023563,B023563
S003B008362,B008362
S002B034791,B034791
S000B024550,B024550
S007B048222,B048222
S005B039682,B039682
S002B031428,B031428
S000B043451,B043451
S007B017930,B017930
S008B044627,B044627
S007B043377,B043377
S009B044058,B044058
S003B041025,B041025
S005B018124,B018124
S009B049583,B049583
S003B012749,B012749
S002B042184,B042184
S008B028950,B028950
S004B010776,B010776
S005B049194,B049194
S008B040151,B040151
S004B000229,B000229
S002B018296,B018296
S008B018192,B018192
S003B035244,B035244
S003B027291,B027291
S005B014786,B014786
S009B035188,B035188
S002B050365,B050365
S006B043887,B043887
S000B046432,B046432
S003B018323,B018323
S002B045200,B045200
S000B049865,B049865
S003B045285,B045285
S008B007814,B007814
S005B028806,B028806
S008B048109,B048109
S005B007766,B007766
S006B025299,B025299
S000B017021,B017021
S007B018124,B018124
S007B032659,B032659
S008B014699,B014699
S002B007814,B007814
S008B028880,B028880
S008B002312,B002312
S004B007342,B007342
S006B038501,B038501
S000B014537,B014537
S008B033498,B033498
S007B005296,B005296
S004B039653,B039653
S003B022133,B022133
S007B032891,B032891
S001B027659,B027659
S006B036434,B036434
S009B008992,B008992
S009B030989,B030989
S009B015433,B015433
S009B007183,B007183
S006B047083,B047083
S006B018672,B018672
S003B032162,B032162
S000B014837,B014837
S000B050013,B050013
S007B013248,B013248
S008B043467,B043467
S004B039243,B039243
S001B049069,B049069
S006B004080,B004080
S004B033498,B033498
S007B043383,B043383
S005B036897,B036897
S001B025176,B025176
S001B006024,B006024
S003B022456,B022456
S008B031672,B031672
S009B043543,B043543
S000B020678,B020678
S003B028727,B028727
S009B030812,B030812
S007B010753,B010753
S002B041766,B041766
S006B025737,B025737
S005B017021,B017021
S005B027093,B027093
S006B000603,B000603
S001B039730,B039730
S007B024367,B024367
S001B043949,B043949
S006B028459,B028459
S009B036346,B036346
S006B041450,B041450
S003B032876,B032876
S002B047439,B047439
S002B026178,B026178
S008B003966,B003966
S006B015900,B015900
S002B003776,B003776
S009B022257,B022257
S008B007529,B007529
S003B025358,B025358
S009B021809,B021809
S003B042685,B042685
S000B006648,B006648
S001B034121,B034121
S008B033965,B033965
S002B038336,B038336
S001B039851,B039851
S008B023922,B023922
S009B029461,B029461
S008B047172,B047172
S007B016550,B016550
S003B027047,B027047
S002B026397,B026397
S003B007578,B007578
S003B040890,B040890
S009B002183,B002183
S002B048443,B048443
S000B041068,B041068
S007B033012,B033012
S007B004107,B004107
S003B038528,B038528
S004B004920,B004920
S009B036437,B036437
S001B039236,B039236
S002B014659,B014659
S000B020977,B020977
S001B045270,B045270
S002B032988,B032988
S002B002747,B002747
S004B043387,B043387
S004B002277,B002277
S002B033221,B033221
S004B018637,B018637
S008B022453,B022453
S007B010406,B010406
S003B049565,B049565
S007B041495,B041495
S006B046754,B046754
S007B026881,B026881
S001B027973,B027973
S006B045201,B045201
S000B031389,B031389
S000B008792,B008792
S004B042184,B042184
S000B045986,B045986
S007B014432,B014432
S003B019863,B019863
S004B022115,B022115
S006B034108,B034108
S008B016999,B016999
S007B008911,B008911
S005B025710,B025710
S008B014609,B014609
S007B007192,B007192
S000B018021,B018021
S006B016509,B016509
S009B040545,B040545
S007B049041,B049041
S008B013088,B013088
S008B008315,B008315
S007B015700,B015700
S003B045943,B045943
S009B021377,B021377
S004B022867,B022867
S007B013496,B013496
S001B007308,B007308
S002B026881,B026881
S005B002428,B002428
S006B033221,B033221
S006B049367,B049367
S005B031428,B031428
S004B010542,B010542
S001B009247,B009247
S003B049041,B049041
S004B043179,B043179
S009B021941,B021941
S002B002400,B002400
S003B020714,B020714
S006B009555,B009555
S009B047223,B047223
S006B010124,B010124
S001B003995,B003995
S005B007436,B007436
S003B034227,B034227
S002B048242,B048242
S003B026784,B026784
S005B039779,B039779
S000B030075,B030075
S002B020631,B020631
S002B020106,B020106
S005B025491,B025491
S007B047492,B047492
S009B018975,B018975
S006B030140,B030140
S009B021756,B021756
S007B003439,B003439
S007B013102,B013102
S003B022361,B022361
S002B036124,B036124
S000B024942,B024942
S001B018166,B018166
S002B000407,B000407
S005B009488,B009488
S003B017628,B017628
S009B045027,B045027
S004B027950,B027950
S009B037436,B037436
S003B009519,B009519
S008B018855,B018855
S009B043189,B043189
S004B006617,B006617
S006B007663,B007663
S004B038836,B038836
S001B046756,B046756
S003B046978,B046978
S007B009460,B009460
S007B047455,B047455
S009B027783,B027783
S006B045896,B045896
S004B014573,B014573
S000B021178,B021178
S007B002400,B002400
S003B006062,B006062
S009B000419,B000419
S008B023963,B023963
S001B011754,B011754
S003B005581,B005581
S002B001639,B001639
S006B008211,B008211
S009B000267,B000267
S008B024236,B024236
S007B050287,B050287
S000B002379,B002379
S000B029890,B029890
S001B032122,B032122
S002B009887,B009887
S005B009744,B009744
S000B020473,B020473
S002B012796,B012796
S008B004192,B004192
S005B035360,B035360
S004B001019,B001019
S000B015469,B015469
S007B017791,B017791
S002B044687,B044687
S004B021210,B021210
S009B005933,B005933
S008B003708,B003708
S007B011515,B011515
S001B001847,B001847
S005B012607,B012607
S004B037166,B037166
S003B043383,B043383
S007B018501,B018501
S004B023563,B023563
S009B025616,B025616
S007B033801,B033801
S004B045270,B045270
S006B042135,B042135
S001B048521,B048521
S006B024584,B024584
S006B039086,B039086
S003B042658,B042658
S001B039340,B039340
S002B043021,B043021
S006B010122,B010122
S007B039792,B039792
S001B007292,B007292
S005B016146,B016146
S005B017261,B017261
S009B024682,B024682
S007B049313,B049313
S006B003546,B003546
S008B045293,B045293
S002B028243,B028243
S007B032876,B032876
S003B012882,B012882
S008B050128,B050128
S000B032122,B032122
S000B012693,B012693
S004B044678,B044678
S000B026466,B026466
S008B011066,B011066
S009B041505,B041505
S008B007186,B007186
S009B002271,B002271
S006B024634,B024634
S003B041207,B041207
S006B032811,B032811
S006B012607,B012607
S001B018614,B018614
S006B006944,B006944
S008B049645,B049645
S002B015594,B015594
S002B016758,B016758
S006B029655,B029655
S005B032114,B032114
S002B002378,B002378
S006B024236,B024236
S004B006485,B006485
S003B017209,B017209
S009B030869,B030869
S000B044325,B044325
S003B005133,B005133
S007B004632,B004632
S007B047095,B047095
S001B006267,B006267
S000B007780,B007780
S002B028191,B028191
S002B001106,B001106
S000B031244,B031244
S006B038663,B038663
S009B047193,B047193
S001B006430,B006430
S004B016018,B016018
S007B046944,B046944
S003B033221,B033221
S008B045203,B045203
S006B036014,B036014
S007B032194,B032194
S007B037282,B037282
S005B004197,B004197
S008B049213,B049213
S004B010909,B010909
S002B010253,B010253
S003B028506,B028506
S001B003426,B003426
S007B036702,B036702
S009B042869,B042869
S007B039955,B039955
S009B047063,B047063
S004B016640,B016640
S004B049367,B049367
S004B000450,B000450
S006B015446,B015446
S006B021178,B021178
S003B028107,B028107
S003B033673,B033673
S007B006452,B006452
S008B009934,B009934
S008B017955,B017955
S009B023213,B023213
S008B030989,B030989
S008B025569,B025569
S005B033518,B033518
S001B014321,B014321
S005B007517,B007517
S002B047776,B047776
S008B013020,B013020
S003B041766,B041766
S008B045160,B045160
S004B040072,B040072
S008B028463,B028463
S000B036134,B036134
S000B003982,B003982
S002B037771,B037771
S005B019988,B019988
S004B019124,B019124
S004B003649,B003649
S007B006142,B006142
S003B037329,B037329
S000B045741,B045741
S008B006452,B006452
S001B050029,B050029
S001B010290,B010290
S002B039325,B039325
S000B024584,B024584
S004B007373,B007373
S007B042143,B042143
S000B041355,B041355
S005B038501,B038501
S008B026816,B026816
S004B038336,B038336
S009B032724,B032724
S006B002157,B002157
S008B005599,B005599
S001B043838,B043838
S006B041613,B041613
S002B047159,B047159
S005B005514,B005514
S006B016758,B016758
S002B033911,B033911
S009B048013,B048013
S000B003728,B003728
S006B048033,B048033
S000B033029,B033029
S003B004076,B004076
S004B007318,B007318
S005B010483,B010483
S005B044838,B044838
S004B009119,B009119
S000B018551,B018551
S005B035580,B035580
S001B026817,B026817
S005B033801,B033801
S000B012325,B012325
S007B031728,B031728
S007B033602,B033602
S009B016389,B016389
S002B032819,B032819
S005B031299,B031299
S006B036144,B036144
S009B011065,B011065
S007B001414,B001414
S007B046714,B046714
S004B002578,B002578
S005B002662,B002662
S002B017966,B017966
S008B010223,B010223
S007B032988,B032988
S008B013338,B013338
S003B005377,B005377
S007B017776,B017776
S003B015592,B015592
S001B022513,B022513
S000B018971,B018971
S008B041776,B041776
S008B006738,B006738
S000B004608,B004608
S003B022867,B022867
S002B029982,B029982
S008B037894,B037894
S001B032114,B032114
S004B033654,B033654
S007B031102,B031102
S005B036346,B036346
S004B036795,B036795
S006B027725,B027725
S006B045936,B045936
S006B007780,B007780
S008B037373,B037373
S001B009488,B009488
S004B034185,B034185
S005B000450,B000450
S003B035810,B035810
S003B016351,B016351
S000B018166,B018166
S007B025025,B025025
S002B010195,B010195
S004B024367,B024367
S007B045013,B045013
S000B014279,B014279
S001B048443,B048443
S005B041889,B041889
S003B023563,B023563
S003B004782,B004782
S009B042992,B042992
S001B023620,B023620
S003B004515,B004515
S006B005053,B005053
S005B016758,B016758
S003B037490,B037490
S007B022869,B022869
S001B005435,B005435
S004B030324,B030324
S000B003304,B003304
S007B028668,B028668
S004B048894,B048894
S002B024113,B024113
S009B008168,B008168
S008B043931,B043931
S006B005852,B005852
S005B000012,B000012
S001B007363,B007363
S000B028463,B028463
S008B041311,B041311
S009B003041,B003041
S002B023078,B023078
S007B038328,B038328
S005B049328,B049328
S006B037329,B037329
S004B041826,B041826
S006B025485,B025485
S004B041432,B041432
S005B004232,B004232
S005B035134,B035134
S006B019610,B019610
S001B041432,B041432
S008B029812,B029812
S009B026248,B026248
S008B042246,B042246
S002B013103,B013103
S005B040971,B040971
S000B030324,B030324
S009B005781,B005781
S006B023877,B023877
S001B043829,B043829
S002B028667,B028667
S007B024886,B024886
S007B047817,B047817
S001B023007,B023007
S003B021073,B021073
S008B016193,B016193
S001B037436,B037436
S006B004611,B004611
S001B048000,B048000
S007B007526,B007526
S000B002403,B002403
S006B037282,B037282
S009B038137,B038137
S002B012830,B012830
S002B021364,B021364
S001B026583,B026583
S008B007766,B007766
S004B017984,B017984
S001B005097,B005097
S002B017767,B017767
S000B024379,B024379
S002B030908,B030908
S009B005025,B005025
S007B011514,B011514
S004B013103,B013103
S006B015118,B015118
S004B020740,B020740
S001B023586,B023586
S007B029958,B029958
S002B043189,B043189
S008B033653,B033653
S001B016054,B016054
S005B001277,B001277
S004B017961,B017961
S009B020086,B020086
S009B034185,B034185
S008B032903,B032903
S008B003439,B003439
S009B023986,B023986
S007B042246,B042246
S004B040697,B040697
S003B002400,B002400
S005B025258,B025258
S002B032993,B032993
S008B006852,B006852
S008B026466,B026466
S003B048701,B048701
S007B022312,B022312
S000B028543,B028543
S002B026264,B026264
S008B045212,B045212
S008B035283,B035283
S005B001156,B001156
S005B046299,B046299
S009B028587,B028587
S007B007698,B007698
S009B015715,B015715
S008B040836,B040836
S000B032382,B032382
S008B021965,B021965
S009B043838,B043838
S001B029906,B029906
S002B017376,B017376
S008B046693,B046693
S001B048242,B048242
S004B025552,B025552
S000B022704,B022704
S004B048554,B048554
S002B006318,B006318
S001B009119,B009119
S002B014249,B014249
S005B023213,B023213
S002B024607,B024607
S006B036691,B036691
S004B022107,B022107
S009B004833,B004833
S006B023991,B023991
S009B033627,B033627
S001B000244,B000244
S002B034666,B034666
S009B007465,B007465
S006B000479,B000479
S004B038698,B038698
S001B007017,B007017
S002B032659,B032659
S004B027249,B027249
S001B028730,B028730
S008B026164,B026164
S000B031349,B031349
S000B048013,B048013
S008B014167,B014167
S005B016356,B016356
S006B008005,B008005
S006B045874,B045874
S009B042568,B042568
S003B049807,B049807
S004B015209,B015209
S009B004909,B004909
S009B036908,B036908
S005B047088,B047088
S007B005245,B005245
S006B014681,B014681
S000B029644,B029644
S004B010258,B010258
S009B029070,B029070
S004B020473,B020473
S009B001761,B001761
S007B046827,B046827
S006B027588,B027588
S007B044336,B044336
S009B050127,B050127
S006B013520,B013520
S001B008823,B008823
S004B031734,B031734
S008B000017,B000017
S008B000190,B000190
S001B022642,B022642
S004B011792,B011792
S003B007814,B007814
S005B031991,B031991
S007B035616,B035616
S005B028299,B028299
S000B018693,B018693
S003B036269,B036269
S009B050157,B050157
S008B017381,B017381
S003B003776,B003776
S001B008312,B008312
S004B041889,B041889
S007B036146,B036146
S001B046944,B046944
S005B043543,B043543
S004B035716,B035716
S000B015909,B015909
S000B032143,B032143
S003B017275,B017275
S008B023767,B023767
S003B045536,B045536
S006B023524,B023524
S001B046566,B046566
S001B003101,B003101
S006B011650,B011650
S006B001023,B001023
S001B013295,B013295
S009B016796,B016796
S004B016834,B016834
S008B019670,B019670
S009B028249,B028249
S002B042747,B042747
S000B006318,B006318
S008B026780,B026780
S006B044101,B044101
S000B032993,B032993
S007B040613,B040613
S005B031039,B031039
S004B001529,B001529
S004B045745,B045745
S007B026006,B026006
S000B046756,B046756
S002B012550,B012550
S009B024581,B024581
S006B032536,B032536
S004B031162,B031162
S005B039563,B039563
S007B042614,B042614
S006B015338,B015338
S006B012355,B012355
S006B030740,B030740
S007B016758,B016758
S009B011919,B011919
S005B030045,B030045
S005B005754,B005754
S007B027214,B027214
S001B005066,B005066
S001B006007,B006007
S000B011090,B011090
S002B004192,B004192
S005B031442,B031442
S006B039653,B039653
S006B032194,B032194
S001B013635,B013635
S004B048201,B048201
S000B015553,B015553
S002B000244,B000244
S004B010406,B010406
S001B015163,B015163
S009B017984,B017984
S001B050330,B050330
S000B044838,B044838
S007B017195,B017195
S008B043583,B043583
S003B041601,B041601
S008B001365,B001365
S002B046590,B046590
S003B001288,B001288
S002B037384,B037384
S003B046232,B046232
S008B045026,B045026
S006B030618,B030618
S003B018551,B018551
S007B020565,B020565
S000B007342,B007342
S003B005066,B005066
S008B046260,B046260
S002B016311,B016311
S005B000370,B000370
S009B010258,B010258
S001B014996,B014996
S003B020478,B020478
S006B041889,B041889
S007B033583,B033583
S009B016579,B016579
S009B013248,B013248
S000B037649,B037649
S008B020298,B020298
S005B023963,B023963
S006B019984,B019984
S001B008213,B008213
S003B022527,B022527
S004B021831,B021831
S006B020267,B020267
S000B036702,B036702
S003B032765,B032765
S004B012796,B012796
S009B028308,B028308
S000B000017,B000017
S004B021974,B021974
S004B030023,B030023
S006B020386,B020386
S002B014552,B014552
S000B037806,B037806
S001B014862,B014862
S006B018062,B018062
S003B031858,B031858
S004B038219,B038219
S006B032578,B032578
S003B030401,B030401
S004B017782,B017782
S001B047842,B047842
S000B020086,B020086
S005B006430,B006430
S001B042184,B042184
S000B036346,B036346
S009B048007,B048007
S006B020310,B020310
S002B009934,B009934
S002B027407,B027407
S005B047270,B047270
S009B009672,B009672
S001B023529,B023529
S004B030812,B030812
S004B041110,B041110
S004B015971,B015971
S007B049276,B049276
S001B021974,B021974
S001B040416,B040416
S005B007509,B007509
S006B042813,B042813
S003B022550,B022550
S001B006016,B006016
S004B034227,B034227
S005B020106,B020106
S003B045082,B045082
S002B005066,B005066
S008B019829,B019829
S003B039340,B039340
S002B009359,B009359
S003B040690,B040690
S005B026466,B026466
S001B005827,B005827
S009B020686,B020686
S006B028784,B028784
S006B022839,B022839
S008B011553,B011553
S008B042381,B042381
S002B025034,B025034
S002B021808,B021808
S008B047193,B047193
S003B010124,B010124
S001B047028,B047028
S009B033075,B033075
S009B010693,B010693
S006B035701,B035701
S003B014167,B014167
S007B029182,B029182
S008B025609,B025609
S003B003759,B003759
S001B006804,B006804
S004B047456,B047456
S001B035258,B035258
S002B024860,B024860
S007B003728,B003728
S007B047350,B047350
S000B032847,B032847
S006B003911,B003911
S000B004179,B004179
S004B039923,B039923
S008B029615,B029615
S006B037166,B037166
S003B040601,B040601
S002B033590,B033590
S004B019317,B019317
S009B002753,B002753
S001B009934,B009934
