y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,-1.402,0.009,0.623,-1.319,-3.071,1.15,0.044,-0.725,0.236,-4.059
1.0,0.494,-0.551,-6.553,-1.711,-2.033,3.682,-3.219,-0.7,0.147,0.735
1.0,0.438,1.651,0.082,2.769,1.809,1.197,-0.201,1.716,-1.742,-3.385
2.0,0.396,0.204,-2.685,0.505,-4.801,-1.475,3.205,2.905,0.215,-0.675
2.0,4.148,-4.208,-3.013,-2.288,1.104,0.268,-2.584,2.559,-1.734,-1.316
1.0,-1.988,0.788,-2.478,-0.134,-2.188,1.426,-6.464,-0.064,1.698,-3.384
0.0,-0.248,-4.55,0.323,-1.741,0.176,-0.573,-0.592,-1.468,3.443,-2.037
0.0,1.568,-5.102,-3.132,-2.822,3.79,1.671,1.25,1.452,1.754,0.318
1.0,-0.621,-2.12,-4.132,1.165,-1.011,2.76,0.786,-1.086,-2.226,-0.506
2.0,2.577,-3.806,-0.986,-1.427,0.737,-1.538,0.319,1.416,-1.4,-3.007
0.0,-0.869,-3.79,-2.628,0.068,-1.112,-0.786,-0.446,-3.017,1.749,1.011
2.0,4.282,-0.901,-6.382,-2.943,1.848,3.442,-0.91,2.027,-4.971,-0.404
1.0,-1.56,-1.63,-4.018,1.862,0.787,-0.139,-1.766,0.322,-1.877,-1.08
0.0,3.102,1.281,-7.144,-3.793,-0.222,-0.127,3.689,-1.275,-2.424,0.492
0.0,-2.633,-3.516,-0.865,-0.584,-1.724,-0.582,0.538,-3.003,2.693,-0.078
1.0,-0.455,-1.177,-1.887,0.862,-1.884,1.855,-2.343,-0.31,-2.012,-1.47
0.0,-1.146,-3.609,0.066,-1.523,-2.898,2.721,0.226,-1.201,1.474,-0.391
0.0,4.708,2.604,-0.86,0.188,-4.394,-1.442,2.517,2.05,-0.396,-5.263
1.0,-0.618,-4.241,-1.786,0.24,-6.411,0.205,-2.431,-1.768,-1.932,3.946
2.0,2.813,-3.912,-1.224,0.424,0.196,-0.573,2.728,1.482,3.949,2.15
2.0,2.379,-3.876,-0.502,-1.882,2.617,-0.081,-0.151,2.044,0.431,-2.328
0.0,-1.998,-2.72,-0.204,-1.196,-0.076,-1.033,-1.449,-0.808,2.898,-0.417
0.0,1.907,1.137,-0.219,1.202,-0.845,-2.522,3.706,-0.52,-3.35,-0.705
0.0,1.293,-0.134,-2.385,1.728,-0.678,-0.518,2.429,-0.043,-2.317,0.116
2.0,1.346,-2.693,-1.586,2.62,-1.351,-0.307,-1.637,0.096,0.885,2.958
1.0,-0.323,-2.353,-1.881,0.869,-4.981,2.667,-1.021,-1.049,-3.913,-0.54
1.0,-1.768,1.821,-0.094,1.408,0.302,1.662,-1.264,-1.262,-1.206,-5.524
1.0,-0.853,0.696,-0.117,2.011,-2.68,-0.28,-2.132,-0.826,0.134,1.592
2.0,-0.195,-1.159,-1.729,0.473,-3.622,-1.359,2.837,3.002,2.683,4.052
1.0,-2.056,5.015,1.081,1.844,2.206,3.088,-0.341,2.152,-0.81,-2.795
2.0,2.961,-5.316,-3.319,-1.339,-1.359,1.264,2.423,-2.246,2.642,1.252
1.0,-1.808,-1.402,-0.872,3.152,-0.711,2.078,-0.204,-1.468,-2.068,-0.578
2.0,-0.458,0.08,0.144,3.279,-4.147,-2.697,-0.31,2.854,-0.574,2.028
0.0,-4.959,-3.164,2.798,-0.623,0.132,2.381,-0.618,-0.239,5.515,-3.671
2.0,2.382,-2.785,0.388,-2.702,0.712,1.816,-4.401,3.628,-0.037,-1.203
0.0,0.947,2.381,-2.212,-4.71,-2.695,-2.344,-0.659,-0.683,-1.302,-1.269
1.0,0.937,-3.713,-1.232,2.981,-0.752,2.03,0.022,2.355,-4.463,-2.169
2.0,0.963,-1.737,-2.46,3.475,-2.392,-0.035,-1.021,1.889,-1.084,2.604
1.0,-3.844,-2.206,-0.751,0.47,-4.445,0.658,-4.047,-1.963,-0.647,-0.056
0.0,-3.563,-1.682,0.048,-1.63,-4.717,2.257,1.102,-1.879,0.97,-1.471
1.0,-0.679,-1.33,-1.582,3.099,2.491,-0.718,-4.65,-1.542,-4.87,-0.839
2.0,3.751,-3.893,0.222,2.7,0.775,-0.797,5.098,2.653,2.561,-3.374
1.0,1.284,5.381,2.974,5.438,2.524,1.61,-1.372,-0.224,-0.357,-6.15
0.0,-1.078,-2.301,-0.615,-0.598,-3.561,-0.294,-0.732,-2.743,1.196,-0.623
0.0,-3.361,-2.381,-1.273,-0.93,0.4,1.675,0.649,0.208,1.127,-3.297
0.0,2.345,2.577,-2.175,0.314,1.138,0.561,-0.676,1.112,-3.154,-2.572
0.0,3.426,-1.147,-2.931,-1.715,-1.797,-1.06,1.158,0.73,-3.991,-1.991
0.0,0.328,-3.084,0.207,-1.351,-0.524,-0.043,-0.442,4.126,1.353,3.327
1.0,-4.389,1.588,-3.887,0.631,3.366,1.995,-0.876,2.991,-2.085,-0.288
2.0,-2.206,-1.425,-0.345,-0.782,-0.764,-0.583,-0.079,-1.373,-3.701,-3.871
0.0,2.738,5.693,-4.37,3.638,-0.817,-0.541,2.065,0.447,-2.61,-5.715
2.0,3.562,-0.792,-1.673,1.145,-0.648,-2.442,1.72,1.244,1.451,-0.678
2.0,3.076,-4.023,0.703,-1.498,2.42,3.245,-5.598,3.777,-1.346,1.668
0.0,5.584,2.75,-1.17,1.471,-2.876,-1.82,3.227,-0.831,-2.802,-4.913
1.0,-2.039,-2.616,-1.597,2.156,1.225,-0.041,-0.447,0.273,-0.94,-4.354
1.0,-6.386,-5.173,0.305,3.182,-3.276,0.378,-1.071,-1.622,-3.585,-4.675
1.0,2.173,-0.718,0.239,3.592,2.486,0.501,0.752,-0.089,-2.221,0.175
2.0,0.672,-0.711,-2.233,-2.52,-3.287,-2.556,2.411,0.322,1.889,0.264
1.0,0.368,1.648,0.732,3.371,0.456,0.994,-2.769,0.676,-0.337,-2.977
1.0,0.221,1.318,-1.299,1.492,0.573,1.311,-1.912,0.404,-0.838,-2.193
2.0,-1.29,-1.864,-2.942,1.138,-3.492,0.342,2.777,2.861,-0.542,2.415
0.0,3.582,2.589,0.397,2.832,-2.034,-2.056,0.432,2.062,-0.292,-3.1
0.0,-1.539,2.486,-3.381,-1.707,-0.313,1.411,3.28,0.195,-0.668,-2.373
2.0,3.628,-4.617,-1.569,0.773,0.926,-0.032,-0.483,2.578,3.817,1.774
1.0,-0.257,-2.788,-0.893,1.606,-0.586,0.378,-0.647,-0.871,-1.77,-0.482
1.0,-2.452,-1.119,-3.527,1.736,1.659,2.076,-0.775,1.818,0.081,1.224
0.0,1.928,-6.95,-0.094,1.991,-0.934,-1.342,-1.268,-3.308,2.674,-0.975
2.0,2.334,-4.981,-5.485,-0.525,2.849,-2.015,0.014,-0.469,-2.742,-3.414
2.0,1.124,-5.767,-1.519,-2.13,4.108,-2.068,-1.096,1.474,-0.122,-4.906
1.0,-2.873,1.651,-2.592,3.519,3.091,0.312,-1.564,2.718,-0.893,-2.07
1.0,-0.568,0.825,-1.862,0.381,-2.695,1.902,-1.473,-2.411,-1.125,-0.504
0.0,-3.315,0.267,-0.597,-1.292,-5.919,2.099,1.048,-4.995,2.195,-2.81
1.0,-1.509,1.442,0.029,4.137,4.444,1.559,-0.416,2.776,-1.661,-2.884
1.0,-1.646,3.335,0.019,-0.777,3.715,2.736,-0.951,5.928,-4.297,-1.965
2.0,3.16,1.344,-5.388,-3.403,-1.534,2.511,0.342,1.743,-1.228,-2.289
0.0,1.593,2.106,-2.412,1.883,1.276,-1.162,1.373,-0.809,-4.849,-1.458
0.0,2.135,-0.369,0.149,0.121,2.535,-0.43,0.008,-0.75,-4.26,1.126
0.0,1.238,0.493,-1.959,1.194,-5.226,-3.779,1.831,3.455,0.148,-1.994
1.0,-4.39,-1.321,0.451,1.792,0.281,0.089,-2.014,-4.48,0.074,-3.624
2.0,2.984,-5.494,-0.479,-0.241,4.257,1.85,-5.336,2.689,-2.289,-0.804
1.0,0.486,2.409,-0.212,2.781,0.43,-1.163,-0.936,1.115,-2.393,-3.682
1.0,-4.299,-2.918,1.109,4.084,-1.059,-0.86,-1.791,-0.271,-1.079,-2.568
0.0,2.423,1.856,-3.142,1.128,-2.396,-1.574,5.487,-0.853,-2.984,-3.133
0.0,0.343,0.285,-4.229,-1.137,-2.837,-0.519,2.218,-2.996,-0.659,0.915
1.0,-2.367,-2.579,-0.016,3.408,0.671,0.125,0.586,-1.929,-1.788,-3.571
0.0,-2.294,-0.58,-4.119,-1.261,-2.229,3.487,3.804,-1.524,-0.191,0.353
1.0,-3.718,4.811,-2.181,2.744,1.371,1.273,0.687,3.695,1.961,-2.81
1.0,0.28,-1.105,-2.82,0.772,-0.552,1.412,0.643,-4.265,-0.583,-0.157
1.0,-2.608,-1.313,0.089,-0.379,-4.069,0.031,-2.819,-4.095,-1.403,-3.083
1.0,-2.704,-1.877,1.179,2.99,-4.213,0.964,-0.241,0.412,-4.256,-4.625
2.0,1.955,0.615,-3.93,-2.631,-0.73,1.644,0.467,0.92,-2.938,-2.186
2.0,2.207,-0.667,-0.686,5.653,-2.121,-1.29,-0.778,5.821,1.942,2.561
1.0,-2.045,-1.382,-2.271,-1.779,1.06,3.094,-2.034,2.938,-3.313,1.798
1.0,-0.487,-1.593,-2.567,0.353,-4.193,2.603,-2.035,-3.192,-1.415,-1.875
1.0,0.309,-4.401,-4.707,0.787,-3.696,1.958,-1.816,-0.439,-1.616,3.554
0.0,-1.717,-1.967,-0.869,-1.452,-1.688,1.4,1.389,-0.433,0.521,-2.08
0.0,-4.548,-0.618,2.363,-0.708,-3.29,2.113,-0.51,0.097,1.397,-4.389
0.0,-2.4,2.942,-4.983,-2.171,-0.095,2.987,5.409,-1.007,0.112,-1.602
2.0,2.62,-1.454,-1.943,-1.977,2.741,1.26,-2.712,2.905,0.809,0.493
1.0,1.275,-3.979,-3.044,1.796,-1.207,1.821,0.08,-0.279,-2.885,-0.988
0.0,-2.203,-0.874,1.15,-3.014,-5.308,-0.115,-0.851,-2.643,1.734,-1.423
0.0,4.435,0.553,0.297,-1.487,-1.45,-2.815,2.744,0.87,-1.922,-2.512
0.0,2.213,1.841,-1.965,-1.134,0.064,-1.401,0.415,0.034,-6.11,-2.72
2.0,3.18,-3.374,-4.48,0.636,0.868,-0.157,-4.637,0.818,-1.549,-3.039
2.0,5.268,-1.725,-7.371,-2.873,1.585,1.309,-1.429,2.595,-0.371,-2.625
0.0,-0.784,-0.066,0.13,-2.059,-2.285,0.329,0.228,-0.926,1.167,-2.928
1.0,-4.737,5.614,-2.64,1.826,2.767,1.59,1.789,5.151,0.938,-3.442
0.0,0.175,-0.543,-1.887,-2.016,0.357,0.937,1.368,-0.448,0.893,-3.499
2.0,2.33,-2.395,-4.833,-2.745,1.654,-0.14,-1.548,1.476,-2.302,-1.422
2.0,1.426,2.107,1.805,5.314,-3.665,-4.91,-0.606,6.323,0.321,1.997
1.0,-0.481,-1.817,-1.607,2.358,1.314,1.056,0.55,-0.374,-2.181,-1.975
0.0,-0.57,-1.731,-2.36,-1.217,-0.503,2.296,2.743,-0.649,-0.044,-3.165
1.0,-2.785,3.668,0.052,2.185,1.744,1.028,-1.037,-0.059,-2.5,-2.157
2.0,1.449,0.029,-5.519,-1.003,0.95,1.736,-0.207,-0.254,-3.926,-2.518
2.0,0.218,-6.253,5.312,-0.68,5.024,2.286,-4.966,3.193,-0.956,-1.723
0.0,3.535,0.604,-0.88,-0.849,-2.502,-2.364,4.011,0.437,-2.457,-2.375
2.0,1.485,1.173,-3.465,0.915,1.007,2.535,-0.699,-0.091,-0.863,-1.965
0.0,1.19,1.065,-0.928,3.872,0.277,0.879,-1.22,2.089,-0.312,0.649
0.0,-4.985,-1.309,-0.13,-0.314,-2.541,-0.437,-1.289,-2.177,2.526,-0.697
2.0,4.567,-3.754,-2.537,-2.263,0.804,3.304,-4.195,3.404,-2.109,-2.842
2.0,4.144,-2.187,-1.675,2.442,2.816,-1.185,0.099,3.002,2.52,0.104
0.0,0.028,-2.558,-3.737,-1.446,-2.793,0.263,-0.283,0.415,-1.063,-0.653
0.0,-4.019,1.863,-3.498,-3.294,-1.366,6.144,5.419,-1.318,2.584,-1.592
1.0,-4.758,-2.53,2.034,4.905,-2.717,-0.748,0.071,-2.337,-1.991,-1.188
0.0,-1.001,2.008,-1.597,0.756,0.069,-1.449,-1.67,4.378,-0.872,-0.36
0.0,1.626,3.146,-2.968,0.27,-6.218,-2.015,-0.04,3.67,-0.94,-4.723
1.0,-0.03,-0.355,0.76,5.389,1.232,-1.05,-3.619,1.808,-0.623,-2.969
2.0,3.215,-3.189,0.797,4.158,2.972,-1.97,1.074,-1.216,4.489,1.467
1.0,-0.367,1.993,-1.197,3.032,0.4,-0.781,-3.247,0.873,-0.554,-1.503
1.0,0.298,3.669,1.436,4.101,-1.208,0.531,-0.304,1.498,2.741,-4.26
0.0,3.687,2.185,-2.13,3.21,-1.279,-0.962,1.406,0.193,-3.405,-2.959
2.0,2.381,-1.479,-0.734,0.96,-1.32,-2.249,3.45,2.7,0.781,-2.091
0.0,-1.268,-1.416,-2.983,-0.15,-4.45,2.479,4.28,-3.643,-1.315,-3.572
2.0,1.255,-0.891,2.249,-1.75,2.875,3.558,-2.085,3.16,0.047,0.824
2.0,-2.45,2.492,-0.248,2.851,1.179,3.441,-0.265,0.916,2.017,-2.554
0.0,-2.033,2.671,0.121,-1.902,-5.527,2.992,2.224,-2.957,1.528,-3.592
2.0,5.05,-3.915,-1.674,-1.694,1.41,-1.392,2.206,0.632,7.28,2.546
1.0,-1.673,-0.227,-1.334,-0.633,1.683,1.626,-2.325,2.391,-4.62,-0.573
2.0,4.37,-2.855,-3.194,-1.774,3.443,3.067,-2.726,3.22,-0.629,-2.239
0.0,4.348,2.869,0.92,1.206,-2.688,-3.332,1.702,1.026,-1.67,-3.697
0.0,0.483,-0.149,-0.138,1.544,-2.616,-1.83,0.867,2.847,-0.459,0.65
2.0,2.39,0.426,1.597,3.292,0.949,-5.206,-0.09,0.208,1.205,1.475
2.0,0.133,-4.598,0.123,-1.753,0.668,-0.613,-2.466,0.964,-2.287,-3.917
1.0,-4.806,1.108,-4.26,0.609,0.496,0.696,-0.191,3.942,0.099,-0.718
2.0,2.876,-1.209,-2.186,-1.197,-2.913,-2.332,2.093,-1.224,2.515,0.935
1.0,-1.93,-0.394,-0.911,0.297,-2.36,0.55,-2.095,-2.624,-0.351,-0.189
1.0,-2.297,-3.077,-0.897,2.282,-1.059,0.241,-0.573,-0.149,-2.389,-2.998
1.0,-0.885,-0.008,-2.703,0.452,4.221,1.797,-2.095,0.202,-6.071,0.038
2.0,2.862,-2.987,-1.732,-0.903,1.901,-1.372,4.927,0.219,3.609,0.655
1.0,-2.921,-2.784,-2.541,1.016,-2.935,2.529,-2.087,-2.125,-2.588,-0.924
2.0,-2.04,-5.121,2.079,-0.079,1.332,-2.565,-1.338,-0.86,-2.978,-3.383
2.0,1.218,-2.343,-2.273,-3.462,1.903,0.802,1.61,1.032,-4.206,1.031
1.0,1.745,3.938,3.324,1.628,2.059,2.825,0.087,1.978,-3.303,-3.859
1.0,0.532,-0.557,-2.701,2.155,1.118,2.263,0.109,0.891,-1.554,-0.936
2.0,2.395,-2.447,-0.589,3.106,-0.06,-1.244,0.034,1.379,2.891,2.457
2.0,-1.24,2.201,-2.968,3.381,-9.058,-1.476,1.012,3.293,-1.41,4.037
0.0,-1.726,-2.168,2.167,-0.605,-3.209,-1.725,1.449,4.827,2.969,3.643
1.0,-2.189,-0.624,0.55,1.547,-3.98,0.354,-3.481,-1.269,-1.306,-3.933
2.0,1.077,-2.089,-2.01,2.473,-0.963,-0.497,-0.01,1.423,0.757,1.002
1.0,-1.547,-1.291,-1.496,2.057,-2.688,3.493,-1.002,-0.398,-3.801,-3.003
1.0,-3.685,-5.626,-1.759,2.388,-3.303,0.481,-0.931,-2.9,-1.82,-0.884
1.0,-2.664,0.502,0.623,4.045,-0.131,3.809,-0.425,-1.509,-3.823,-4.047
1.0,0.654,-4.367,-3.993,-1.422,-4.405,1.005,-2.993,-1.985,-0.666,-1.103
2.0,0.262,-2.85,-0.564,0.055,1.909,-0.704,-2.795,0.609,-0.305,-1.464
2.0,-1.772,-1.288,-2.385,2.093,-4.977,-0.043,0.22,2.21,-0.153,3.553
2.0,-1.437,0.576,-1.508,-1.281,-4.726,-3.145,2.409,0.84,-1.634,0.358
1.0,3.793,3.567,3.444,5.021,0.34,0.935,-2.979,-1.625,-0.339,-5.689
2.0,-0.034,-1.746,-0.246,3.627,-1.882,-1.056,2.413,3.685,-0.407,-0.916
1.0,-3.614,-1.514,-3.141,1.299,-2.241,2.997,-2.849,-1.674,-0.479,-2.672
2.0,0.686,-1.493,-1.533,4.036,-3.54,-0.484,1.739,1.317,2.533,3.869
1.0,-0.151,4.139,1.328,1.41,0.692,2.401,-0.751,0.207,-1.578,-3.593
1.0,-1.141,-2.75,-3.36,0.473,2.087,0.377,-4.69,-2.018,-6.033,0.659
2.0,-0.71,-1.267,1.136,2.261,-2.117,-2.809,5.389,0.061,1.208,0.545
1.0,-3.227,-0.0,1.55,1.592,-2.089,0.145,-2.848,-2.705,-1.061,-3.275
0.0,0.964,-0.597,-4.17,-3.074,-2.339,1.919,3.433,-2.413,0.427,1.092
1.0,-1.628,-0.556,-2.342,0.922,2.747,3.233,-2.338,2.478,-1.471,-0.731
0.0,1.95,-2.768,-5.471,-1.438,0.657,2.663,2.501,-0.879,-0.859,-0.658
2.0,3.937,-2.745,-1.262,3.954,1.224,-0.692,-0.25,2.304,-0.069,-0.908
2.0,0.056,-3.497,-1.124,1.87,-3.071,0.158,2.453,0.863,-0.485,-1.586
0.0,-0.784,-0.706,-4.369,-2.58,-3.717,4.646,4.672,-3.386,0.295,-0.782
0.0,1.479,-0.706,-2.121,2.268,0.074,0.756,6.576,-2.988,-2.43,0.56
1.0,-2.521,-0.367,-2.385,2.263,1.068,2.856,-2.172,-0.469,-0.939,-4.42
2.0,-2.776,-1.735,0.781,1.083,3.808,-0.608,2.639,-2.114,-2.054,-3.104
0.0,-0.695,1.862,-3.54,0.273,-2.265,-1.373,1.631,0.814,-5.628,-1.627
1.0,0.113,-2.975,-3.842,3.171,0.127,-0.098,-0.742,1.434,0.841,-1.178
1.0,-1.567,-3.433,1.541,1.933,-2.226,-1.602,-0.331,-3.589,-1.739,-0.297
0.0,-0.538,-0.43,-3.11,-0.586,-6.99,1.922,3.123,-5.517,-0.347,-0.137
2.0,3.277,-0.805,-3.001,-2.292,1.416,2.06,-3.417,3.149,0.368,0.297
1.0,-1.89,-0.588,-3.149,0.868,-2.56,3.001,-4.804,1.589,-1.998,-2.081
2.0,1.025,-3.188,-2.501,-0.136,-1.627,0.124,5.732,0.649,4.371,1.978
1.0,-0.652,-0.379,-1.02,0.597,-2.511,1.455,-3.302,-1.766,-0.8,2.284
1.0,-0.807,-2.416,-0.302,1.679,-0.676,0.197,-1.724,-1.641,-1.512,0.042
0.0,2.493,-1.838,-0.988,-0.771,-2.132,-2.337,2.572,1.223,-1.351,0.124
2.0,2.027,-0.478,2.123,3.66,-0.636,-4.395,-1.418,0.775,-0.386,-0.935
1.0,-0.393,-3.71,-0.808,2.047,-0.482,0.097,-1.094,-0.328,-2.072,-0.739
0.0,-4.488,-0.484,0.357,-0.602,-2.075,2.2,2.229,-2.793,3.794,-4.009
1.0,-2.356,-0.949,-3.523,2.396,4.179,3.242,-1.072,2.312,-0.63,-0.889
0.0,-0.101,0.98,-1.684,-2.477,-0.502,1.149,3.011,-1.5,1.62,-3.734
0.0,3.075,0.659,-1.951,2.891,-2.486,-0.64,4.924,-0.569,-0.743,-1.447
2.0,1.924,-2.227,-0.185,-0.557,2.798,2.266,-4.052,2.394,-1.041,0.673
1.0,-0.991,-4.319,-2.877,1.574,-2.621,1.5,-1.502,-1.781,-1.276,0.357
2.0,2.882,0.244,-1.434,4.991,-0.047,-2.074,-0.867,4.362,3.937,6.489
1.0,-6.305,-2.438,1.841,5.557,0.124,0.153,0.699,-3.061,-1.91,-6.093
0.0,-0.711,0.936,-1.508,0.178,-1.59,-1.334,-2.715,3.965,-1.432,-0.402
2.0,2.251,-0.579,0.502,2.742,-0.23,-3.587,-0.846,0.502,3.015,2.748
1.0,-1.059,-1.491,-5.476,-0.743,-2.954,4.483,-1.554,-2.9,-1.625,-1.181
0.0,2.299,-4.994,-1.533,-1.884,1.726,0.387,1.089,-0.209,2.735,0.177
2.0,2.372,-3.061,-1.491,2.118,-0.021,-0.828,-1.042,-1.211,1.582,2.999
1.0,-5.889,-1.622,-0.174,3.576,-0.406,1.575,-0.565,-3.263,-1.706,-6.426
0.0,2.81,2.087,0.234,0.9,-2.98,-2.671,2.209,3.167,0.074,-2.902
2.0,0.674,2.576,0.34,5.22,-2.448,-4.229,2.89,6.226,0.094,3.702
1.0,-0.58,0.129,-3.095,-0.914,-2.388,1.473,-4.395,0.863,0.026,-2.875
2.0,1.096,0.485,0.488,5.59,0.782,-3.036,1.276,2.725,0.945,1.154
1.0,-2.971,-2.908,0.628,2.346,-2.169,0.612,-1.413,-3.416,-2.058,-3.998
2.0,3.114,-4.708,-0.859,-2.923,3.376,2.012,-1.647,2.997,-2.826,1.621
1.0,0.185,-0.34,-0.025,4.136,0.436,0.216,-1.582,1.617,0.015,-2.974
0.0,1.865,1.569,-0.646,0.53,0.419,-1.578,3.439,-0.539,-3.964,-1.111
2.0,1.654,-2.746,-2.841,3.591,-1.397,0.862,3.48,0.038,4.583,4.82
1.0,-0.21,-0.365,-0.625,3.838,-3.708,-1.586,2.096,3.03,0.261,0.654
1.0,-3.145,-2.203,-1.035,1.302,-1.618,-0.713,-3.24,-3.209,1.124,-0.278
1.0,-1.782,-1.556,-0.401,1.103,-1.374,-0.607,-2.454,0.986,-0.714,-3.621
2.0,0.712,-0.152,-0.017,-1.171,2.972,3.081,0.473,1.515,0.296,-0.234
2.0,1.284,-0.075,-0.15,-2.803,-0.332,1.763,-2.53,2.648,-0.452,-0.275
0.0,1.022,4.156,-1.191,0.22,-2.833,-1.415,-0.071,2.493,-3.843,-3.579
0.0,1.706,5.401,-2.694,4.051,-0.433,1.982,-1.298,1.296,-2.112,-3.824
2.0,2.769,-2.607,-1.765,-0.284,-1.376,-1.218,2.546,1.812,2.972,0.447
1.0,0.31,-1.335,-1.227,2.046,-1.294,0.717,0.932,-1.86,-1.184,-1.482
0.0,-2.767,-2.188,-0.498,-2.287,-1.399,2.683,1.333,-0.31,0.774,-4.629
0.0,-0.429,2.29,-1.165,-0.695,-0.944,-1.863,0.738,2.271,-3.478,-1.145
1.0,-4.359,1.074,-3.821,2.753,3.2,1.478,-4.152,-2.497,-1.942,0.711
1.0,-2.649,4.531,-2.906,3.758,0.48,-1.486,1.676,4.591,2.035,-5.631
0.0,-3.972,-1.113,0.816,-1.296,1.455,-3.222,-1.777,0.152,2.779,-3.606
2.0,1.204,-2.374,-4.627,0.844,-3.527,1.036,1.396,-2.716,1.746,3.854
1.0,-0.964,1.581,-1.569,-0.298,-1.186,1.829,-3.118,-2.232,0.051,-1.848
0.0,-1.898,1.391,-0.535,0.578,-2.174,-0.456,-0.991,3.435,-0.522,0.545
2.0,-0.898,-2.348,-3.454,-2.022,-5.159,0.126,3.919,0.902,1.77,2.711
2.0,-0.367,-5.785,-0.707,1.497,3.006,-1.986,-2.454,-0.992,-2.411,-3.229
1.0,-3.426,2.066,-3.107,4.039,4.356,0.905,0.526,3.507,-0.984,-3.248
0.0,0.75,-0.379,-4.626,1.68,1.106,-1.041,0.699,-0.022,-5.442,0.116
2.0,0.874,1.656,-3.81,-2.921,-1.457,2.018,0.882,0.34,-4.442,-0.724
2.0,-1.045,0.572,-0.374,5.563,-3.928,-1.941,1.544,2.956,-1.236,2.478
2.0,-1.936,-2.459,0.257,-1.814,1.119,-0.993,1.408,-0.65,-2.637,-3.882
0.0,3.356,2.279,-0.911,2.598,1.46,-1.934,2.378,-0.643,-3.314,-1.752
1.0,-2.674,-4.632,-6.064,0.896,1.859,1.708,-1.675,2.128,-1.047,2.271
0.0,-1.374,-0.932,-0.369,-2.642,-0.344,-1.86,-1.156,-1.041,2.628,-0.5
1.0,1.381,0.467,-0.393,1.52,1.148,2.477,-2.07,-0.49,-1.74,-1.595
2.0,3.091,0.858,-1.029,2.656,-3.214,-3.227,-2.639,4.859,2.771,2.455
1.0,-3.873,1.15,-3.873,-1.078,0.742,1.517,-1.23,2.468,-1.981,-0.089
1.0,-1.623,0.942,-1.829,-0.888,-3.749,1.287,-4.95,-0.207,0.197,-1.607
1.0,-0.805,-2.137,-1.171,2.015,-1.53,2.198,0.68,-0.691,-4.328,-1.906
1.0,0.638,2.844,1.779,2.385,1.595,0.866,0.319,5.349,-1.766,-4.594
0.0,0.829,1.742,-0.898,2.791,-3.876,-1.425,3.928,1.724,0.898,-1.448
2.0,-0.353,-2.205,-3.709,0.177,-3.148,0.46,1.472,-1.056,0.904,3.598
1.0,-0.562,2.561,-2.309,-0.236,1.523,3.571,0.577,2.047,-0.453,-3.004
0.0,-1.18,-4.753,-0.315,-0.429,-2.054,2.712,1.164,-3.265,3.742,-2.934
1.0,1.542,-2.463,-3.422,2.319,-1.15,4.513,0.464,0.844,-4.307,-0.914
1.0,-1.828,0.391,-1.505,1.296,1.521,0.588,-2.141,2.406,-2.806,-1.055
2.0,-2.151,0.728,1.607,0.865,1.025,1.351,-2.057,-0.23,-0.505,-2.277
1.0,-2.657,6.041,0.467,0.412,-0.418,2.559,-0.769,1.331,0.151,-3.597
2.0,4.343,-2.014,-4.038,-2.874,0.28,1.625,-3.353,2.999,-2.402,-0.583
1.0,-0.757,-1.264,-3.44,0.405,-4.875,3.128,-2.1,-1.689,-1.644,-1.231
1.0,-4.516,-1.517,0.781,2.968,-1.656,1.28,-2.114,-1.588,-2.649,-3.312
2.0,1.778,-0.967,-2.751,-2.44,2.029,1.217,-2.853,2.38,-0.663,0.643
0.0,0.83,6.612,-0.961,3.293,-1.944,-2.118,1.34,2.292,-1.134,-4.924
0.0,3.994,2.613,-1.302,1.282,-2.012,-0.948,1.0,1.74,-0.193,-4.031
2.0,1.874,-2.548,0.422,-0.967,2.66,3.029,-3.037,2.537,-0.507,-0.827
1.0,0.134,3.428,-0.337,0.278,-1.835,-0.084,-0.79,-0.514,-1.424,-2.898
2.0,0.955,-3.374,0.897,-3.697,1.542,1.295,-0.963,2.427,-3.227,-1.108
1.0,-1.451,-0.331,-1.576,0.17,-5.329,3.211,-3.343,-2.68,-1.642,0.156
1.0,-2.476,0.874,-3.519,0.102,0.605,2.41,-2.803,-0.9,-1.031,0.043
2.0,1.31,-2.43,-3.367,2.072,-1.876,1.028,4.926,2.461,4.888,3.173
1.0,-1.865,-1.814,-2.3,2.858,0.708,3.455,-0.798,-0.111,-2.824,-4.458
2.0,4.092,-2.736,-2.141,-2.016,1.085,3.642,-4.226,3.529,-0.537,-3.004
1.0,1.103,-2.226,-0.578,1.98,-0.581,0.58,-0.961,-0.024,-2.438,-3.366
1.0,-1.597,-3.121,-2.316,-0.349,-5.875,-0.36,-2.106,-1.241,-0.683,1.433
2.0,0.459,-1.121,-0.695,-0.51,-0.178,-3.095,4.119,-1.135,3.531,4.909
2.0,0.946,-2.754,-2.124,0.109,-2.036,-0.385,3.183,1.068,0.542,0.148
2.0,2.416,-4.166,0.94,-1.587,3.39,4.214,-4.586,3.354,-2.971,-1.803
0.0,3.604,5.98,-0.902,2.464,-3.261,-3.534,3.51,-0.242,-4.03,-6.231
1.0,-2.513,2.895,-3.086,1.444,1.324,0.654,1.406,3.429,-0.493,-4.158
2.0,0.38,2.471,0.832,-2.322,-0.011,5.445,-3.289,3.074,0.342,-3.208
